id,text,token_count
1195505," I am even wiser than my elders,
    for I have kept your commandments.",18
1195506," I am even wiser than my elders,
    for I have kept your commandments.",18
1195507," I am even wiser than my elders,
    for I have kept your commandments.",18
1195508," I am even wiser than my elders,
    for I have kept your commandments.",18
1195509," I am even wiser than my elders,
    for I have kept your commandments.",18
1195510," I am even wiser than my elders,
    for I have kept your commandments.",18
1195511," I am even wiser than my elders,
    for I have kept your commandments.",18
1195512," I am even wiser than my elders,
    for I have kept your commandments.",18
1195513," I am even wiser than my elders,
    for I have kept your commandments.",18
1195514," I am even wiser than my elders,
    for I have kept your commandments.",18
1195515," I am even wiser than my elders,
    for I have kept your commandments.",18
1195516," I am even wiser than my elders,
    for I have kept your commandments.",18
1195517," I am even wiser than my elders,
    for I have kept your commandments.",18
1195518," I am even wiser than my elders,
    for I have kept your commandments.",18
1195519," I am even wiser than my elders,
    for I have kept your commandments.",18
1195520," I am even wiser than my elders,
    for I have kept your commandments.",18
1195521," I am even wiser than my elders,
    for I have kept your commandments.",18
1195522," I am even wiser than my elders,
    for I have kept your commandments.",18
1195523," I am even wiser than my elders,
    for I have kept your commandments.",18
1195524," I am even wiser than my elders,
    for I have kept your commandments.",18
1195525," I am even wiser than my elders,
    for I have kept your commandments.",18
1195526," I am even wiser than my elders,
    for I have kept your commandments.",18
1195527," I am even wiser than my elders,
    for I have kept your commandments.",18
1195528," I am even wiser than my elders,
    for I have kept your commandments.",18
1195529," I am even wiser than my elders,
    for I have kept your commandments.",18
1195530," I am even wiser than my elders,
    for I have kept your commandments.",18
1195531," I am even wiser than my elders,
    for I have kept your commandments.",18
1195532," I am even wiser than my elders,
    for I have kept your commandments.",18
1195533," I am even wiser than my elders,
    for I have kept your commandments.",18
1195534," I am even wiser than my elders,
    for I have kept your commandments.",18
1195535," I am even wiser than my elders,
    for I have kept your commandments.",18
1195536," I am even wiser than my elders,
    for I have kept your commandments.",18
1195537," I am even wiser than my elders,
    for I have kept your commandments.",18
1195538," I am even wiser than my elders,
    for I have kept your commandments.",18
1195539," I am even wiser than my elders,
    for I have kept your commandments.",18
1195540," I am even wiser than my elders,
    for I have kept your commandments.",18
1195541," I am even wiser than my elders,
    for I have kept your commandments.",18
1195542," I am even wiser than my elders,
    for I have kept your commandments.",18
1195543," I am even wiser than my elders,
    for I have kept your commandments.",18
1195544," I am even wiser than my elders,
    for I have kept your commandments.",18
1195545," I am even wiser than my elders,
    for I have kept your commandments.",18
1195546," I am even wiser than my elders,
    for I have kept your commandments.",18
1195547," I am even wiser than my elders,
    for I have kept your commandments.",18
1195548," I am even wiser than my elders,
    for I have kept your commandments.",18
1195549," I am even wiser than my elders,
    for I have kept your commandments.",18
1195550," I am even wiser than my elders,
    for I have kept your commandments.",18
1195551," I am even wiser than my elders,
    for I have kept your commandments.",18
1195552," I am even wiser than my elders,
    for I have kept your commandments.",18
1195553," I am even wiser than my elders,
    for I have kept your commandments.",18
1195554," I am even wiser than my elders,
    for I have kept your commandments.",18
1195555," I am even wiser than my elders,
    for I have kept your commandments.",18
1195556," I am even wiser than my elders,
    for I have kept your commandments.",18
1195557," I am even wiser than my elders,
    for I have kept your commandments.",18
1195558," I am even wiser than my elders,
    for I have kept your commandments.",18
1195559," I am even wiser than my elders,
    for I have kept your commandments.",18
1195560," I am even wiser than my elders,
    for I have kept your commandments.",18
1195561," I am even wiser than my elders,
    for I have kept your commandments.",18
1195562," I am even wiser than my elders,
    for I have kept your commandments.",18
1195563," I am even wiser than my elders,
    for I have kept your commandments.",18
1195564," I am even wiser than my elders,
    for I have kept your commandments.",18
1195565," I am even wiser than my elders,
    for I have kept your commandments.",18
1195566," I am even wiser than my elders,
    for I have kept your commandments.",18
1195567," I am even wiser than my elders,
    for I have kept your commandments.",18
1195568," I am even wiser than my elders,
    for I have kept your commandments.",18
